table_schema,table_name,ordinal_position,column_name,data_type,udt_name,is_nullable,column_default,character_maximum_length,numeric_precision,numeric_scale,datetime_precision
_timescaledb_catalog,chunk,1,id,integer,int4,NO,nextval('_timescaledb_catalog.chunk_id_seq'::regclass),,,,
_timescaledb_catalog,chunk,2,hypertable_id,integer,int4,NO,,,,,
_timescaledb_catalog,chunk,3,schema_name,name,name,NO,,,,,
_timescaledb_catalog,chunk,4,table_name,name,name,NO,,,,,
_timescaledb_catalog,chunk,5,compressed_chunk_id,integer,int4,YES,,,,,
_timescaledb_catalog,chunk,6,dropped,boolean,bool,NO,false,,,,
_timescaledb_catalog,chunk,7,status,integer,int4,NO,0,,,,
_timescaledb_catalog,chunk,8,osm_chunk,boolean,bool,NO,false,,,,
_timescaledb_catalog,chunk,9,creation_time,timestamp with time zone,timestamptz,NO,,,,,
_timescaledb_catalog,chunk_constraint,1,chunk_id,integer,int4,NO,,,,,
_timescaledb_catalog,chunk_constraint,2,dimension_slice_id,integer,int4,YES,,,,,
_timescaledb_catalog,chunk_constraint,3,constraint_name,name,name,NO,,,,,
_timescaledb_catalog,chunk_constraint,4,hypertable_constraint_name,name,name,YES,,,,,
_timescaledb_catalog,chunk_copy_operation,1,operation_id,name,name,NO,,,,,
_timescaledb_catalog,chunk_copy_operation,2,backend_pid,integer,int4,NO,,,,,
_timescaledb_catalog,chunk_copy_operation,3,completed_stage,name,name,NO,,,,,
_timescaledb_catalog,chunk_copy_operation,4,time_start,timestamp with time zone,timestamptz,NO,now(),,,,
_timescaledb_catalog,chunk_copy_operation,5,chunk_id,integer,int4,NO,,,,,
_timescaledb_catalog,chunk_copy_operation,6,compress_chunk_name,name,name,NO,,,,,
_timescaledb_catalog,chunk_copy_operation,7,source_node_name,name,name,NO,,,,,
_timescaledb_catalog,chunk_copy_operation,8,dest_node_name,name,name,NO,,,,,
_timescaledb_catalog,chunk_copy_operation,9,delete_on_source_node,boolean,bool,NO,,,,,
_timescaledb_catalog,chunk_data_node,1,chunk_id,integer,int4,NO,,,,,
_timescaledb_catalog,chunk_data_node,2,node_chunk_id,integer,int4,NO,,,,,
_timescaledb_catalog,chunk_data_node,3,node_name,name,name,NO,,,,,
_timescaledb_catalog,chunk_index,1,chunk_id,integer,int4,NO,,,,,
_timescaledb_catalog,chunk_index,2,index_name,name,name,NO,,,,,
_timescaledb_catalog,chunk_index,3,hypertable_id,integer,int4,NO,,,,,
_timescaledb_catalog,chunk_index,4,hypertable_index_name,name,name,NO,,,,,
_timescaledb_catalog,compression_algorithm,1,id,smallint,int2,NO,,,,,
_timescaledb_catalog,compression_algorithm,2,version,smallint,int2,NO,,,,,
_timescaledb_catalog,compression_algorithm,3,name,name,name,NO,,,,,
_timescaledb_catalog,compression_algorithm,4,description,text,text,YES,,,,,
_timescaledb_catalog,compression_chunk_size,1,chunk_id,integer,int4,NO,,,,,
_timescaledb_catalog,compression_chunk_size,2,compressed_chunk_id,integer,int4,NO,,,,,
_timescaledb_catalog,compression_chunk_size,3,uncompressed_heap_size,bigint,int8,NO,,,,,
_timescaledb_catalog,compression_chunk_size,4,uncompressed_toast_size,bigint,int8,NO,,,,,
_timescaledb_catalog,compression_chunk_size,5,uncompressed_index_size,bigint,int8,NO,,,,,
_timescaledb_catalog,compression_chunk_size,6,compressed_heap_size,bigint,int8,NO,,,,,
_timescaledb_catalog,compression_chunk_size,7,compressed_toast_size,bigint,int8,NO,,,,,
_timescaledb_catalog,compression_chunk_size,8,compressed_index_size,bigint,int8,NO,,,,,
_timescaledb_catalog,compression_chunk_size,9,numrows_pre_compression,bigint,int8,YES,,,,,
_timescaledb_catalog,compression_chunk_size,10,numrows_post_compression,bigint,int8,YES,,,,,
_timescaledb_catalog,compression_chunk_size,11,numrows_frozen_immediately,bigint,int8,YES,,,,,
_timescaledb_catalog,continuous_agg,1,mat_hypertable_id,integer,int4,NO,,,,,
_timescaledb_catalog,continuous_agg,2,raw_hypertable_id,integer,int4,NO,,,,,
_timescaledb_catalog,continuous_agg,3,parent_mat_hypertable_id,integer,int4,YES,,,,,
_timescaledb_catalog,continuous_agg,4,user_view_schema,name,name,NO,,,,,
_timescaledb_catalog,continuous_agg,5,user_view_name,name,name,NO,,,,,
_timescaledb_catalog,continuous_agg,6,partial_view_schema,name,name,NO,,,,,
_timescaledb_catalog,continuous_agg,7,partial_view_name,name,name,NO,,,,,
_timescaledb_catalog,continuous_agg,8,bucket_width,bigint,int8,NO,,,,,
_timescaledb_catalog,continuous_agg,9,direct_view_schema,name,name,NO,,,,,
_timescaledb_catalog,continuous_agg,10,direct_view_name,name,name,NO,,,,,
_timescaledb_catalog,continuous_agg,11,materialized_only,boolean,bool,NO,false,,,,
_timescaledb_catalog,continuous_agg,12,finalized,boolean,bool,NO,true,,,,
_timescaledb_catalog,continuous_agg_migrate_plan,1,mat_hypertable_id,integer,int4,NO,,,,,
_timescaledb_catalog,continuous_agg_migrate_plan,2,start_ts,timestamp with time zone,timestamptz,NO,now(),,,,
_timescaledb_catalog,continuous_agg_migrate_plan,3,end_ts,timestamp with time zone,timestamptz,YES,,,,,
_timescaledb_catalog,continuous_agg_migrate_plan,4,user_view_definition,text,text,YES,,,,,
_timescaledb_catalog,continuous_agg_migrate_plan_step,1,mat_hypertable_id,integer,int4,NO,,,,,
_timescaledb_catalog,continuous_agg_migrate_plan_step,2,step_id,integer,int4,NO,nextval('_timescaledb_catalog.continuous_agg_migrate_plan_step_step_id_seq'::regclass),,,,
_timescaledb_catalog,continuous_agg_migrate_plan_step,3,status,text,text,NO,'NOT STARTED'::text,,,,
_timescaledb_catalog,continuous_agg_migrate_plan_step,4,start_ts,timestamp with time zone,timestamptz,YES,,,,,
_timescaledb_catalog,continuous_agg_migrate_plan_step,5,end_ts,timestamp with time zone,timestamptz,YES,,,,,
_timescaledb_catalog,continuous_agg_migrate_plan_step,6,type,text,text,NO,,,,,
_timescaledb_catalog,continuous_agg_migrate_plan_step,7,config,jsonb,jsonb,YES,,,,,
_timescaledb_catalog,continuous_aggs_bucket_function,1,mat_hypertable_id,integer,int4,NO,,,,,
_timescaledb_catalog,continuous_aggs_bucket_function,2,experimental,boolean,bool,NO,,,,,
_timescaledb_catalog,continuous_aggs_bucket_function,3,name,text,text,NO,,,,,
_timescaledb_catalog,continuous_aggs_bucket_function,4,bucket_width,text,text,NO,,,,,
_timescaledb_catalog,continuous_aggs_bucket_function,5,origin,text,text,NO,,,,,
_timescaledb_catalog,continuous_aggs_bucket_function,6,timezone,text,text,NO,,,,,
_timescaledb_catalog,continuous_aggs_hypertable_invalidation_log,1,hypertable_id,integer,int4,NO,,,,,
_timescaledb_catalog,continuous_aggs_hypertable_invalidation_log,2,lowest_modified_value,bigint,int8,NO,,,,,
_timescaledb_catalog,continuous_aggs_hypertable_invalidation_log,3,greatest_modified_value,bigint,int8,NO,,,,,
_timescaledb_catalog,continuous_aggs_invalidation_threshold,1,hypertable_id,integer,int4,NO,,,,,
_timescaledb_catalog,continuous_aggs_invalidation_threshold,2,watermark,bigint,int8,NO,,,,,
_timescaledb_catalog,continuous_aggs_materialization_invalidation_log,1,materialization_id,integer,int4,YES,,,,,
_timescaledb_catalog,continuous_aggs_materialization_invalidation_log,2,lowest_modified_value,bigint,int8,NO,,,,,
_timescaledb_catalog,continuous_aggs_materialization_invalidation_log,3,greatest_modified_value,bigint,int8,NO,,,,,
_timescaledb_catalog,continuous_aggs_watermark,1,mat_hypertable_id,integer,int4,NO,,,,,
_timescaledb_catalog,continuous_aggs_watermark,2,watermark,bigint,int8,NO,,,,,
_timescaledb_catalog,dimension,1,id,integer,int4,NO,nextval('_timescaledb_catalog.dimension_id_seq'::regclass),,,,
_timescaledb_catalog,dimension,2,hypertable_id,integer,int4,NO,,,,,
_timescaledb_catalog,dimension,3,column_name,name,name,NO,,,,,
_timescaledb_catalog,dimension,4,column_type,regtype,regtype,NO,,,,,
_timescaledb_catalog,dimension,5,aligned,boolean,bool,NO,,,,,
_timescaledb_catalog,dimension,6,num_slices,smallint,int2,YES,,,,,
_timescaledb_catalog,dimension,7,partitioning_func_schema,name,name,YES,,,,,
_timescaledb_catalog,dimension,8,partitioning_func,name,name,YES,,,,,
_timescaledb_catalog,dimension,9,interval_length,bigint,int8,YES,,,,,
_timescaledb_catalog,dimension,10,compress_interval_length,bigint,int8,YES,,,,,
_timescaledb_catalog,dimension,11,integer_now_func_schema,name,name,YES,,,,,
_timescaledb_catalog,dimension,12,integer_now_func,name,name,YES,,,,,
_timescaledb_catalog,dimension_partition,1,dimension_id,integer,int4,NO,,,,,
_timescaledb_catalog,dimension_partition,2,range_start,bigint,int8,NO,,,,,
_timescaledb_catalog,dimension_partition,3,data_nodes,ARRAY,_name,YES,,,,,
_timescaledb_catalog,dimension_slice,1,id,integer,int4,NO,nextval('_timescaledb_catalog.dimension_slice_id_seq'::regclass),,,,
_timescaledb_catalog,dimension_slice,2,dimension_id,integer,int4,NO,,,,,
_timescaledb_catalog,dimension_slice,3,range_start,bigint,int8,NO,,,,,
_timescaledb_catalog,dimension_slice,4,range_end,bigint,int8,NO,,,,,
_timescaledb_catalog,hypertable,1,id,integer,int4,NO,nextval('_timescaledb_catalog.hypertable_id_seq'::regclass),,,,
_timescaledb_catalog,hypertable,2,schema_name,name,name,NO,,,,,
_timescaledb_catalog,hypertable,3,table_name,name,name,NO,,,,,
_timescaledb_catalog,hypertable,4,associated_schema_name,name,name,NO,,,,,
_timescaledb_catalog,hypertable,5,associated_table_prefix,name,name,NO,,,,,
_timescaledb_catalog,hypertable,6,num_dimensions,smallint,int2,NO,,,,,
_timescaledb_catalog,hypertable,7,chunk_sizing_func_schema,name,name,NO,,,,,
_timescaledb_catalog,hypertable,8,chunk_sizing_func_name,name,name,NO,,,,,
_timescaledb_catalog,hypertable,9,chunk_target_size,bigint,int8,NO,,,,,
_timescaledb_catalog,hypertable,10,compression_state,smallint,int2,NO,0,,,,
_timescaledb_catalog,hypertable,11,compressed_hypertable_id,integer,int4,YES,,,,,
_timescaledb_catalog,hypertable,12,replication_factor,smallint,int2,YES,,,,,
_timescaledb_catalog,hypertable,13,status,integer,int4,NO,0,,,,
_timescaledb_catalog,hypertable_compression,1,hypertable_id,integer,int4,NO,,,,,
_timescaledb_catalog,hypertable_compression,2,attname,name,name,NO,,,,,
_timescaledb_catalog,hypertable_compression,3,compression_algorithm_id,smallint,int2,YES,,,,,
_timescaledb_catalog,hypertable_compression,4,segmentby_column_index,smallint,int2,YES,,,,,
_timescaledb_catalog,hypertable_compression,5,orderby_column_index,smallint,int2,YES,,,,,
_timescaledb_catalog,hypertable_compression,6,orderby_asc,boolean,bool,YES,,,,,
_timescaledb_catalog,hypertable_compression,7,orderby_nullsfirst,boolean,bool,YES,,,,,
_timescaledb_catalog,hypertable_data_node,1,hypertable_id,integer,int4,NO,,,,,
_timescaledb_catalog,hypertable_data_node,2,node_hypertable_id,integer,int4,YES,,,,,
_timescaledb_catalog,hypertable_data_node,3,node_name,name,name,NO,,,,,
_timescaledb_catalog,hypertable_data_node,4,block_chunks,boolean,bool,NO,,,,,
_timescaledb_catalog,metadata,1,key,name,name,NO,,,,,
_timescaledb_catalog,metadata,2,value,text,text,NO,,,,,
_timescaledb_catalog,metadata,3,include_in_telemetry,boolean,bool,NO,,,,,
_timescaledb_catalog,remote_txn,1,data_node_name,name,name,YES,,,,,
_timescaledb_catalog,remote_txn,2,remote_transaction_id,text,text,NO,,,,,
_timescaledb_catalog,tablespace,1,id,integer,int4,NO,nextval('_timescaledb_catalog.tablespace_id_seq'::regclass),,,,
_timescaledb_catalog,tablespace,2,hypertable_id,integer,int4,NO,,,,,
_timescaledb_catalog,tablespace,3,tablespace_name,name,name,NO,,,,,
_timescaledb_catalog,telemetry_event,1,created,timestamp with time zone,timestamptz,NO,CURRENT_TIMESTAMP,,,,
_timescaledb_catalog,telemetry_event,2,tag,name,name,NO,,,,,
_timescaledb_catalog,telemetry_event,3,body,jsonb,jsonb,NO,,,,,
_timescaledb_config,bgw_job,1,id,integer,int4,NO,nextval('_timescaledb_config.bgw_job_id_seq'::regclass),,,,
_timescaledb_config,bgw_job,2,application_name,name,name,NO,,,,,
_timescaledb_config,bgw_job,3,schedule_interval,interval,interval,NO,,,,,
_timescaledb_config,bgw_job,4,max_runtime,interval,interval,NO,,,,,
_timescaledb_config,bgw_job,5,max_retries,integer,int4,NO,,,,,
_timescaledb_config,bgw_job,6,retry_period,interval,interval,NO,,,,,
_timescaledb_config,bgw_job,7,proc_schema,name,name,NO,,,,,
_timescaledb_config,bgw_job,8,proc_name,name,name,NO,,,,,
_timescaledb_config,bgw_job,9,owner,regrole,regrole,NO,(quote_ident((CURRENT_ROLE)::text))::regrole,,,,
_timescaledb_config,bgw_job,10,scheduled,boolean,bool,NO,true,,,,
_timescaledb_config,bgw_job,11,fixed_schedule,boolean,bool,NO,true,,,,
_timescaledb_config,bgw_job,12,initial_start,timestamp with time zone,timestamptz,YES,,,,,
_timescaledb_config,bgw_job,13,hypertable_id,integer,int4,YES,,,,,
_timescaledb_config,bgw_job,14,config,jsonb,jsonb,YES,,,,,
_timescaledb_config,bgw_job,15,check_schema,name,name,YES,,,,,
_timescaledb_config,bgw_job,16,check_name,name,name,YES,,,,,
_timescaledb_config,bgw_job,17,timezone,text,text,YES,,,,,
_timescaledb_internal,_hyper_1_100_chunk,1,symbol,text,text,NO,,,,,
_timescaledb_internal,_hyper_1_100_chunk,2,ts,timestamp with time zone,timestamptz,NO,,,,,
_timescaledb_internal,_hyper_1_100_chunk,3,open,numeric,numeric,YES,,,,,
_timescaledb_internal,_hyper_1_100_chunk,4,high,numeric,numeric,YES,,,,,
_timescaledb_internal,_hyper_1_100_chunk,5,low,numeric,numeric,YES,,,,,
_timescaledb_internal,_hyper_1_100_chunk,6,close,numeric,numeric,NO,,,,,
_timescaledb_internal,_hyper_1_100_chunk,7,volume,bigint,int8,YES,,,,,
_timescaledb_internal,_hyper_1_100_chunk,8,source,text,text,NO,'nse'::text,,,,
_timescaledb_internal,_hyper_1_100_chunk,9,metadata,jsonb,jsonb,NO,'{}'::jsonb,,,,
_timescaledb_internal,_hyper_1_100_chunk,10,created_at,timestamp with time zone,timestamptz,NO,now(),,,,
_timescaledb_internal,_hyper_1_100_chunk,11,updated_at,timestamp with time zone,timestamptz,NO,now(),,,,
_timescaledb_internal,_hyper_1_100_chunk,12,dataset_type,text,text,NO,'prod'::text,,,,
_timescaledb_internal,_hyper_1_100_chunk,13,timeframe,text,text,NO,'1d'::text,,,,
_timescaledb_internal,_hyper_1_100_chunk,14,source_family,text,text,YES,'manual'::text,,,,
_timescaledb_internal,_hyper_1_101_chunk,1,symbol,text,text,NO,,,,,
_timescaledb_internal,_hyper_1_101_chunk,2,ts,timestamp with time zone,timestamptz,NO,,,,,
_timescaledb_internal,_hyper_1_101_chunk,3,open,numeric,numeric,YES,,,,,
_timescaledb_internal,_hyper_1_101_chunk,4,high,numeric,numeric,YES,,,,,
_timescaledb_internal,_hyper_1_101_chunk,5,low,numeric,numeric,YES,,,,,
_timescaledb_internal,_hyper_1_101_chunk,6,close,numeric,numeric,NO,,,,,
_timescaledb_internal,_hyper_1_101_chunk,7,volume,bigint,int8,YES,,,,,
_timescaledb_internal,_hyper_1_101_chunk,8,source,text,text,NO,'nse'::text,,,,
_timescaledb_internal,_hyper_1_101_chunk,9,metadata,jsonb,jsonb,NO,'{}'::jsonb,,,,
_timescaledb_internal,_hyper_1_101_chunk,10,created_at,timestamp with time zone,timestamptz,NO,now(),,,,
_timescaledb_internal,_hyper_1_101_chunk,11,updated_at,timestamp with time zone,timestamptz,NO,now(),,,,
_timescaledb_internal,_hyper_1_101_chunk,12,dataset_type,text,text,NO,'prod'::text,,,,
_timescaledb_internal,_hyper_1_101_chunk,13,timeframe,text,text,NO,'1d'::text,,,,
_timescaledb_internal,_hyper_1_101_chunk,14,source_family,text,text,YES,'manual'::text,,,,
_timescaledb_internal,_hyper_1_102_chunk,1,symbol,text,text,NO,,,,,
_timescaledb_internal,_hyper_1_102_chunk,2,ts,timestamp with time zone,timestamptz,NO,,,,,
_timescaledb_internal,_hyper_1_102_chunk,3,open,numeric,numeric,YES,,,,,
_timescaledb_internal,_hyper_1_102_chunk,4,high,numeric,numeric,YES,,,,,
_timescaledb_internal,_hyper_1_102_chunk,5,low,numeric,numeric,YES,,,,,
_timescaledb_internal,_hyper_1_102_chunk,6,close,numeric,numeric,NO,,,,,
_timescaledb_internal,_hyper_1_102_chunk,7,volume,bigint,int8,YES,,,,,
_timescaledb_internal,_hyper_1_102_chunk,8,source,text,text,NO,'nse'::text,,,,
_timescaledb_internal,_hyper_1_102_chunk,9,metadata,jsonb,jsonb,NO,'{}'::jsonb,,,,
_timescaledb_internal,_hyper_1_102_chunk,10,created_at,timestamp with time zone,timestamptz,NO,now(),,,,
_timescaledb_internal,_hyper_1_102_chunk,11,updated_at,timestamp with time zone,timestamptz,NO,now(),,,,
_timescaledb_internal,_hyper_1_102_chunk,12,dataset_type,text,text,NO,'prod'::text,,,,
_timescaledb_internal,_hyper_1_102_chunk,13,timeframe,text,text,NO,'1d'::text,,,,
_timescaledb_internal,_hyper_1_102_chunk,14,source_family,text,text,YES,'manual'::text,,,,
_timescaledb_internal,_hyper_1_103_chunk,1,symbol,text,text,NO,,,,,
_timescaledb_internal,_hyper_1_103_chunk,2,ts,timestamp with time zone,timestamptz,NO,,,,,
_timescaledb_internal,_hyper_1_103_chunk,3,open,numeric,numeric,YES,,,,,
_timescaledb_internal,_hyper_1_103_chunk,4,high,numeric,numeric,YES,,,,,
_timescaledb_internal,_hyper_1_103_chunk,5,low,numeric,numeric,YES,,,,,
_timescaledb_internal,_hyper_1_103_chunk,6,close,numeric,numeric,NO,,,,,
_timescaledb_internal,_hyper_1_103_chunk,7,volume,bigint,int8,YES,,,,,
_timescaledb_internal,_hyper_1_103_chunk,8,source,text,text,NO,'nse'::text,,,,
_timescaledb_internal,_hyper_1_103_chunk,9,metadata,jsonb,jsonb,NO,'{}'::jsonb,,,,
_timescaledb_internal,_hyper_1_103_chunk,10,created_at,timestamp with time zone,timestamptz,NO,now(),,,,
_timescaledb_internal,_hyper_1_103_chunk,11,updated_at,timestamp with time zone,timestamptz,NO,now(),,,,
_timescaledb_internal,_hyper_1_103_chunk,12,dataset_type,text,text,NO,'prod'::text,,,,
_timescaledb_internal,_hyper_1_103_chunk,13,timeframe,text,text,NO,'1d'::text,,,,
_timescaledb_internal,_hyper_1_103_chunk,14,source_family,text,text,YES,'manual'::text,,,,
_timescaledb_internal,_hyper_1_104_chunk,1,symbol,text,text,NO,,,,,
_timescaledb_internal,_hyper_1_104_chunk,2,ts,timestamp with time zone,timestamptz,NO,,,,,
_timescaledb_internal,_hyper_1_104_chunk,3,open,numeric,numeric,YES,,,,,
_timescaledb_internal,_hyper_1_104_chunk,4,high,numeric,numeric,YES,,,,,
_timescaledb_internal,_hyper_1_104_chunk,5,low,numeric,numeric,YES,,,,,
_timescaledb_internal,_hyper_1_104_chunk,6,close,numeric,numeric,NO,,,,,
_timescaledb_internal,_hyper_1_104_chunk,7,volume,bigint,int8,YES,,,,,
_timescaledb_internal,_hyper_1_104_chunk,8,source,text,text,NO,'nse'::text,,,,
_timescaledb_internal,_hyper_1_104_chunk,9,metadata,jsonb,jsonb,NO,'{}'::jsonb,,,,
_timescaledb_internal,_hyper_1_104_chunk,10,created_at,timestamp with time zone,timestamptz,NO,now(),,,,
_timescaledb_internal,_hyper_1_104_chunk,11,updated_at,timestamp with time zone,timestamptz,NO,now(),,,,
_timescaledb_internal,_hyper_1_104_chunk,12,dataset_type,text,text,NO,'prod'::text,,,,
_timescaledb_internal,_hyper_1_104_chunk,13,timeframe,text,text,NO,'1d'::text,,,,
_timescaledb_internal,_hyper_1_104_chunk,14,source_family,text,text,YES,'manual'::text,,,,
_timescaledb_internal,_hyper_1_105_chunk,1,symbol,text,text,NO,,,,,
_timescaledb_internal,_hyper_1_105_chunk,2,ts,timestamp with time zone,timestamptz,NO,,,,,
_timescaledb_internal,_hyper_1_105_chunk,3,open,numeric,numeric,YES,,,,,
_timescaledb_internal,_hyper_1_105_chunk,4,high,numeric,numeric,YES,,,,,
_timescaledb_internal,_hyper_1_105_chunk,5,low,numeric,numeric,YES,,,,,
_timescaledb_internal,_hyper_1_105_chunk,6,close,numeric,numeric,NO,,,,,
_timescaledb_internal,_hyper_1_105_chunk,7,volume,bigint,int8,YES,,,,,
_timescaledb_internal,_hyper_1_105_chunk,8,source,text,text,NO,'nse'::text,,,,
_timescaledb_internal,_hyper_1_105_chunk,9,metadata,jsonb,jsonb,NO,'{}'::jsonb,,,,
_timescaledb_internal,_hyper_1_105_chunk,10,created_at,timestamp with time zone,timestamptz,NO,now(),,,,
_timescaledb_internal,_hyper_1_105_chunk,11,updated_at,timestamp with time zone,timestamptz,NO,now(),,,,
_timescaledb_internal,_hyper_1_105_chunk,12,dataset_type,text,text,NO,'prod'::text,,,,
_timescaledb_internal,_hyper_1_105_chunk,13,timeframe,text,text,NO,'1d'::text,,,,
_timescaledb_internal,_hyper_1_105_chunk,14,source_family,text,text,YES,'manual'::text,,,,
_timescaledb_internal,_hyper_1_106_chunk,1,symbol,text,text,NO,,,,,
_timescaledb_internal,_hyper_1_106_chunk,2,ts,timestamp with time zone,timestamptz,NO,,,,,
_timescaledb_internal,_hyper_1_106_chunk,3,open,numeric,numeric,YES,,,,,
_timescaledb_internal,_hyper_1_106_chunk,4,high,numeric,numeric,YES,,,,,
_timescaledb_internal,_hyper_1_106_chunk,5,low,numeric,numeric,YES,,,,,
_timescaledb_internal,_hyper_1_106_chunk,6,close,numeric,numeric,NO,,,,,
_timescaledb_internal,_hyper_1_106_chunk,7,volume,bigint,int8,YES,,,,,
_timescaledb_internal,_hyper_1_106_chunk,8,source,text,text,NO,'nse'::text,,,,
_timescaledb_internal,_hyper_1_106_chunk,9,metadata,jsonb,jsonb,NO,'{}'::jsonb,,,,
_timescaledb_internal,_hyper_1_106_chunk,10,created_at,timestamp with time zone,timestamptz,NO,now(),,,,
_timescaledb_internal,_hyper_1_106_chunk,11,updated_at,timestamp with time zone,timestamptz,NO,now(),,,,
_timescaledb_internal,_hyper_1_106_chunk,12,dataset_type,text,text,NO,'prod'::text,,,,
_timescaledb_internal,_hyper_1_106_chunk,13,timeframe,text,text,NO,'1d'::text,,,,
_timescaledb_internal,_hyper_1_106_chunk,14,source_family,text,text,YES,'manual'::text,,,,
_timescaledb_internal,_hyper_1_107_chunk,1,symbol,text,text,NO,,,,,
_timescaledb_internal,_hyper_1_107_chunk,2,ts,timestamp with time zone,timestamptz,NO,,,,,
_timescaledb_internal,_hyper_1_107_chunk,3,open,numeric,numeric,YES,,,,,
_timescaledb_internal,_hyper_1_107_chunk,4,high,numeric,numeric,YES,,,,,
_timescaledb_internal,_hyper_1_107_chunk,5,low,numeric,numeric,YES,,,,,
_timescaledb_internal,_hyper_1_107_chunk,6,close,numeric,numeric,NO,,,,,
_timescaledb_internal,_hyper_1_107_chunk,7,volume,bigint,int8,YES,,,,,
_timescaledb_internal,_hyper_1_107_chunk,8,source,text,text,NO,'nse'::text,,,,
_timescaledb_internal,_hyper_1_107_chunk,9,metadata,jsonb,jsonb,NO,'{}'::jsonb,,,,
_timescaledb_internal,_hyper_1_107_chunk,10,created_at,timestamp with time zone,timestamptz,NO,now(),,,,
_timescaledb_internal,_hyper_1_107_chunk,11,updated_at,timestamp with time zone,timestamptz,NO,now(),,,,
_timescaledb_internal,_hyper_1_107_chunk,12,dataset_type,text,text,NO,'prod'::text,,,,
_timescaledb_internal,_hyper_1_107_chunk,13,timeframe,text,text,NO,'1d'::text,,,,
_timescaledb_internal,_hyper_1_107_chunk,14,source_family,text,text,YES,'manual'::text,,,,
_timescaledb_internal,_hyper_1_108_chunk,1,symbol,text,text,NO,,,,,
_timescaledb_internal,_hyper_1_108_chunk,2,ts,timestamp with time zone,timestamptz,NO,,,,,
_timescaledb_internal,_hyper_1_108_chunk,3,open,numeric,numeric,YES,,,,,
_timescaledb_internal,_hyper_1_108_chunk,4,high,numeric,numeric,YES,,,,,
_timescaledb_internal,_hyper_1_108_chunk,5,low,numeric,numeric,YES,,,,,
_timescaledb_internal,_hyper_1_108_chunk,6,close,numeric,numeric,NO,,,,,
_timescaledb_internal,_hyper_1_108_chunk,7,volume,bigint,int8,YES,,,,,
_timescaledb_internal,_hyper_1_108_chunk,8,source,text,text,NO,'nse'::text,,,,
_timescaledb_internal,_hyper_1_108_chunk,9,metadata,jsonb,jsonb,NO,'{}'::jsonb,,,,
_timescaledb_internal,_hyper_1_108_chunk,10,created_at,timestamp with time zone,timestamptz,NO,now(),,,,
_timescaledb_internal,_hyper_1_108_chunk,11,updated_at,timestamp with time zone,timestamptz,NO,now(),,,,
_timescaledb_internal,_hyper_1_108_chunk,12,dataset_type,text,text,NO,'prod'::text,,,,
_timescaledb_internal,_hyper_1_108_chunk,13,timeframe,text,text,NO,'1d'::text,,,,
_timescaledb_internal,_hyper_1_108_chunk,14,source_family,text,text,YES,'manual'::text,,,,
_timescaledb_internal,_hyper_1_109_chunk,1,symbol,text,text,NO,,,,,
_timescaledb_internal,_hyper_1_109_chunk,2,ts,timestamp with time zone,timestamptz,NO,,,,,
_timescaledb_internal,_hyper_1_109_chunk,3,open,numeric,numeric,YES,,,,,
_timescaledb_internal,_hyper_1_109_chunk,4,high,numeric,numeric,YES,,,,,
_timescaledb_internal,_hyper_1_109_chunk,5,low,numeric,numeric,YES,,,,,
_timescaledb_internal,_hyper_1_109_chunk,6,close,numeric,numeric,NO,,,,,
_timescaledb_internal,_hyper_1_109_chunk,7,volume,bigint,int8,YES,,,,,
_timescaledb_internal,_hyper_1_109_chunk,8,source,text,text,NO,'nse'::text,,,,
_timescaledb_internal,_hyper_1_109_chunk,9,metadata,jsonb,jsonb,NO,'{}'::jsonb,,,,
_timescaledb_internal,_hyper_1_109_chunk,10,created_at,timestamp with time zone,timestamptz,NO,now(),,,,
_timescaledb_internal,_hyper_1_109_chunk,11,updated_at,timestamp with time zone,timestamptz,NO,now(),,,,
_timescaledb_internal,_hyper_1_109_chunk,12,dataset_type,text,text,NO,'prod'::text,,,,
_timescaledb_internal,_hyper_1_109_chunk,13,timeframe,text,text,NO,'1d'::text,,,,
_timescaledb_internal,_hyper_1_109_chunk,14,source_family,text,text,YES,'manual'::text,,,,
_timescaledb_internal,_hyper_1_10_chunk,1,symbol,text,text,NO,,,,,
_timescaledb_internal,_hyper_1_10_chunk,2,ts,timestamp with time zone,timestamptz,NO,,,,,
_timescaledb_internal,_hyper_1_10_chunk,3,open,numeric,numeric,YES,,,,,
_timescaledb_internal,_hyper_1_10_chunk,4,high,numeric,numeric,YES,,,,,
_timescaledb_internal,_hyper_1_10_chunk,5,low,numeric,numeric,YES,,,,,
_timescaledb_internal,_hyper_1_10_chunk,6,close,numeric,numeric,NO,,,,,
_timescaledb_internal,_hyper_1_10_chunk,7,volume,bigint,int8,YES,,,,,
_timescaledb_internal,_hyper_1_10_chunk,8,source,text,text,NO,'nse'::text,,,,
_timescaledb_internal,_hyper_1_10_chunk,9,metadata,jsonb,jsonb,NO,'{}'::jsonb,,,,
_timescaledb_internal,_hyper_1_10_chunk,10,created_at,timestamp with time zone,timestamptz,NO,now(),,,,
_timescaledb_internal,_hyper_1_10_chunk,11,updated_at,timestamp with time zone,timestamptz,NO,now(),,,,
_timescaledb_internal,_hyper_1_10_chunk,12,dataset_type,text,text,NO,'prod'::text,,,,
_timescaledb_internal,_hyper_1_10_chunk,13,timeframe,text,text,NO,'1d'::text,,,,
_timescaledb_internal,_hyper_1_10_chunk,14,source_family,text,text,YES,'manual'::text,,,,
